komentar,label,komentar_cleaned_p1,tokenized_text_p2,text_slang_p2,text_slang_str_p2,text_stopword_p2,text_stemmed_p2
"Rezeki dari АG𝙐𝑆𝐓𝑂𝐓Obikin hariku lebih bermakna, terima kasih!",1,rezeki dari agustotobikin hariku lebih bermakna terima kasih,"['rezeki', 'dari', 'agustotobikin', 'hariku', 'lebih', 'bermakna', 'terima', 'kasih']","['rezeki', 'dari', 'agustotobikin', 'hariku', 'lebih', 'bermakna', 'terima', 'kasih']",rezeki dari agustotobikin hariku lebih bermakna terima kasih,rezeki agustotobikin hariku bermakna terima kasih,rezeki agustotobikin hari makna terima kasih
kalau tidak salah ini mobil sam (captain wakanda) 😂,0,kalau tidak salah ini mobil sam captain wakanda,"['kalau', 'tidak', 'salah', 'ini', 'mobil', 'sam', 'captain', 'wakanda']","['kalau', 'tidak', 'salah', 'ini', 'mobil', 'sam', 'captain', 'wakanda']",kalau tidak salah ini mobil sam captain wakanda,salah mobil sam captain wakanda,salah mobil sam captain wakanda
Gassss ziko bikin konten modifikasi motor,0,gassss ziko bikin konten modifikasi motor,"['gassss', 'ziko', 'bikin', 'konten', 'modifikasi', 'motor']","['gassss', 'ziko', 'bikin', 'konten', 'modifikasi', 'motor']",gassss ziko bikin konten modifikasi motor,gassss ziko bikin konten modifikasi motor,gassss ziko bikin konten modifikasi motor
"gaspol , cuan melimpah 𝑲𝑰𝑵𝑮𝟑𝟐𝟖 !",1,gaspol cuan melimpah king328,"['gaspol', 'cuan', 'melimpah', 'king328']","['gaspol', 'cuan', 'melimpah', 'king328']",gaspol cuan melimpah king328,gaspol cuan melimpah king328,gaspol cuan limpah king328
"bermain 𝐷оrа𝟩𝟳 membuka jalan , kuli bangunan pengusaha sukses .",1,bermain dora77 membuka jalan kuli bangunan pengusaha sukses,"['bermain', 'dora77', 'membuka', 'jalan', 'kuli', 'bangunan', 'pengusaha', 'sukses']","['bermain', 'dora77', 'membuka', 'jalan', 'kuli', 'bangunan', 'pengusaha', 'sukses']",bermain dora77 membuka jalan kuli bangunan pengusaha sukses,bermain dora77 membuka jalan kuli bangunan pengusaha sukses,main dora77 buka jalan kuli bangun usaha sukses
judol berisik caper,0,judol berisik caper,"['judol', 'berisik', 'caper']","['judol', 'berisik', 'caper']",judol berisik caper,judol berisik caper,judol berisik caper
"ya memang bener bro, tapi penyembah nya gak sadar²",0,ya memang bener bro tapi penyembah nya gak sadar2,"['ya', 'memang', 'bener', 'bro', 'tapi', 'penyembah', 'nya', 'gak', 'sadar2']","['ya', 'memang', 'bener', 'bro', 'tapi', 'penyembah', 'nya', 'tidak', 'sadar2']",ya memang bener bro tapi penyembah nya tidak sadar2,ya bener bro penyembah nya sadar2,ya bener bro sembah nya sadar2
jadi inget pas nonton thn 2022 helmku sampe ilang di parkiran 😂,0,jadi inget pas nonton thn 2o22 helmku sampe ilang di parkiran,"['jadi', 'inget', 'pas', 'nonton', 'thn', '2o22', 'helmku', 'sampe', 'ilang', 'di', 'parkiran']","['jadi', 'inget', 'pas', 'nonton', 'thn', '2o22', 'helmku', 'sampe', 'ilang', 'di', 'parkiran']",jadi inget pas nonton thn 2o22 helmku sampe ilang di parkiran,inget pas nonton thn 2o22 helmku sampe ilang parkiran,inget pas nonton thn 2o22 helm sampe ilang parkir
 @mascar007  masa depan buzzer gmn kang?,0,mascaroo7 masa depan buzzer gmn kang,"['mascaroo7', 'masa', 'depan', 'buzzer', 'gmn', 'kang']","['mascaroo7', 'masa', 'depan', 'buzzer', 'gmn', 'kang']",mascaroo7 masa depan buzzer gmn kang,mascaroo7 buzzer gmn kang,mascaroo7 buzzer gmn kang
"keren banget ! menang 𝐒𝐆𝐈𝟖𝟖 , auto liburan mewah !",1,keren banget menang sgi88 auto liburan mewah,"['keren', 'banget', 'menang', 'sgi88', 'auto', 'liburan', 'mewah']","['keren', 'banget', 'menang', 'sgi88', 'auto', 'liburan', 'mewah']",keren banget menang sgi88 auto liburan mewah,keren banget menang sgi88 auto liburan mewah,keren banget menang sgi88 auto libur mewah
"P U L A U 7 7 7 juga seru banget, katanya banyak yang beruntung di sana!",1,pulau 7 7 7 juga seru banget katanya banyak yang beruntung di sana,"['pulau', '7', '7', '7', 'juga', 'seru', 'banget', 'katanya', 'banyak', 'yang', 'beruntung', 'di', 'sana']","['pulau', '7', '7', '7', 'juga', 'seru', 'banget', 'katanya', 'banyak', 'yang', 'beruntung', 'di', 'sana']",pulau 7 7 7 juga seru banget katanya banyak yang beruntung di sana,pulau 7 7 7 seru banget beruntung,pulau 7 7 7 seru banget untung
"Akhirnya menang besar juga di D𝐎𝘙А𝟽𝟽, jangan cuma denger cerita sukses orang lain!",1,akhirnya menang besar juga di dora77 jangan cuma denger cerita sukses orang lain,"['akhirnya', 'menang', 'besar', 'juga', 'di', 'dora77', 'jangan', 'cuma', 'denger', 'cerita', 'sukses', 'orang', 'lain']","['akhirnya', 'menang', 'besar', 'juga', 'di', 'dora77', 'jangan', 'cuma', 'denger', 'cerita', 'sukses', 'orang', 'lain']",akhirnya menang besar juga di dora77 jangan cuma denger cerita sukses orang lain,menang dora77 denger cerita sukses orang,menang dora77 denger cerita sukses orang
"а𝘎𝙐𝙎𝐓ot𝑂 sukses , buruh bangunan pengusaha kontraktor .",1,agustoto sukses buruh bangunan pengusaha kontraktor,"['agustoto', 'sukses', 'buruh', 'bangunan', 'pengusaha', 'kontraktor']","['agustoto', 'sukses', 'buruh', 'bangunan', 'pengusaha', 'kontraktor']",agustoto sukses buruh bangunan pengusaha kontraktor,agustoto sukses buruh bangunan pengusaha kontraktor,agustoto sukses buruh bangun usaha kontraktor
 @mamamia6512  copast dari AI,0,mamamia6512 copast dari ai,"['mamamia6512', 'copast', 'dari', 'ai']","['mamamia6512', 'copast', 'dari', 'ai']",mamamia6512 copast dari ai,mamamia6512 copast ai,mamamia6512 copast ai
"Ubur ubur makan terasi
Laksana dan pesona semakin serasi👆👆",0,ubur ubur makan terasi laksana dan pesona semakin serasi,"['ubur', 'ubur', 'makan', 'terasi', 'laksana', 'dan', 'pesona', 'semakin', 'serasi']","['ubur', 'ubur', 'makan', 'terasi', 'laksana', 'dan', 'pesona', 'semakin', 'serasi']",ubur ubur makan terasi laksana dan pesona semakin serasi,ubur ubur makan terasi laksana pesona serasi,ubur ubur makan terasi laksana pesona serasi
YouTube perlu lebih banyak channel kayak gini. ❤️ 𝘗𝘜𝘓𝘈𝘜𝘞𝘐𝘕 ❤️ Bikin damai dan mikir dalam waktu yang sama. ☁️,1,youtube perlu lebih banyak channel kayak gini pulauwin bikin damai dan mikir dalam waktu yang sama,"['youtube', 'perlu', 'lebih', 'banyak', 'channel', 'kayak', 'gini', 'pulauwin', 'bikin', 'damai', 'dan', 'mikir', 'dalam', 'waktu', 'yang', 'sama']","['youtube', 'perlu', 'lebih', 'banyak', 'channel', 'kayak', 'gini', 'pulauwin', 'bikin', 'damai', 'dan', 'mikir', 'dalam', 'waktu', 'yang', 'sama']",youtube perlu lebih banyak channel kayak gini pulauwin bikin damai dan mikir dalam waktu yang sama,youtube channel kayak gini pulauwin bikin damai mikir,youtube channel kayak gin pulauwin bikin damai mikir
MATIKAN KOMENTAR AJA MIN!!!,0,matikan komentar aja min,"['matikan', 'komentar', 'aja', 'min']","['matikan', 'komentar', 'aja', 'min']",matikan komentar aja min,matikan komentar aja min,mati komentar aja min
"biar gaya , cuan pu lau tujuh tujuh tujuh .",1,biar gaya cuan pu lau tujuh tujuh tujuh,"['biar', 'gaya', 'cuan', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']","['biar', 'gaya', 'cuan', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']",biar gaya cuan pu lau tujuh tujuh tujuh,biar gaya cuan pu lau tujuh tujuh tujuh,biar gaya cuan pu lau tujuh tujuh tujuh
Ditanya apa jawabnya apa… miss the point,0,ditanya apa jawabnya apa miss the point,"['ditanya', 'apa', 'jawabnya', 'apa', 'miss', 'the', 'point']","['ditanya', 'apa', 'jawabnya', 'apa', 'miss', 'the', 'point']",ditanya apa jawabnya apa miss the point,miss point,miss point
Videonya adem dan menenangkan! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1,videonya adem dan menenangkan berkah99,"['videonya', 'adem', 'dan', 'menenangkan', 'berkah99']","['videonya', 'adem', 'dan', 'menenangkan', 'berkah99']",videonya adem dan menenangkan berkah99,videonya adem menenangkan berkah99,video adem tenang berkah99
woiya parkiran cairrrr 😂,0,woiya parkiran cairrrr,"['woiya', 'parkiran', 'cairrrr']","['woiya', 'parkiran', 'cairrrr']",woiya parkiran cairrrr,woiya parkiran cairrrr,woiya parkir cairrrr
"Sumpah 3 jam nggak kerasa , isinya daging semua 👍👍",0,sumpah 3 jam nggak kerasa isinya daging semua,"['sumpah', '3', 'jam', 'nggak', 'kerasa', 'isinya', 'daging', 'semua']","['sumpah', '3', 'jam', 'tidak', 'kerasa', 'isinya', 'daging', 'semua']",sumpah 3 jam tidak kerasa isinya daging semua,sumpah 3 jam kerasa isinya daging,sumpah 3 jam rasa isi daging
cerita seru gue 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 .,1,cerita seru gue pulauwin,"['cerita', 'seru', 'gue', 'pulauwin']","['cerita', 'seru', 'saya', 'pulauwin']",cerita seru saya pulauwin,cerita seru pulauwin,cerita seru pulauwin
rezeki 𝐷 𝑂 𝑅 a 𝟩 𝟽 bikin senyum lebar . terima kasih !,1,rezeki dora 7 7 bikin senyum lebar terima kasih,"['rezeki', 'dora', '7', '7', 'bikin', 'senyum', 'lebar', 'terima', 'kasih']","['rezeki', 'dora', '7', '7', 'bikin', 'senyum', 'lebar', 'terima', 'kasih']",rezeki dora 7 7 bikin senyum lebar terima kasih,rezeki dora 7 7 bikin senyum lebar terima kasih,rezeki dora 7 7 bikin senyum lebar terima kasih
"0-100 3,5 detik mobil segede & seberat ini 😮",0,o 1oo 3 5 detik mobil segede seberat ini,"['o', '1oo', '3', '5', 'detik', 'mobil', 'segede', 'seberat', 'ini']","['o', '1oo', '3', '5', 'detik', 'mobil', 'segede', 'seberat', 'ini']",o 1oo 3 5 detik mobil segede seberat ini,1oo 3 5 detik mobil segede seberat,1oo 3 5 detik mobil gede berat
tulung pilot drone,0,tulung pilot drone,"['tulung', 'pilot', 'drone']","['tulung', 'pilot', 'drone']",tulung pilot drone,tulung pilot drone,tulung pilot drone
Selamat ulang tahun Jogja istimewa✨,0,selamat ulang tahun jogja istimewa,"['selamat', 'ulang', 'tahun', 'jogja', 'istimewa']","['selamat', 'ulang', 'tahun', 'jogja', 'istimewa']",selamat ulang tahun jogja istimewa,selamat ulang jogja istimewa,selamat ulang jogja istimewa
X500 DI metrowin88,1,x5oo di metrowin88,"['x5oo', 'di', 'metrowin88']","['x5oo', 'di', 'metrowin88']",x5oo di metrowin88,x5oo metrowin88,x5oo metrowin88
InsyaAllah tidak akan kamu terpilih lagi,0,insyaallah tidak akan kamu terpilih lagi,"['insyaallah', 'tidak', 'akan', 'kamu', 'terpilih', 'lagi']","['insyaallah', 'tidak', 'akan', 'kamu', 'terpilih', 'lagi']",insyaallah tidak akan kamu terpilih lagi,insyaallah terpilih,insyaallah pilih
Berapa Lapis???...RATUSAANNN 🤣🤣,0,berapa lapis ratusaannn,"['berapa', 'lapis', 'ratusaannn']","['berapa', 'lapis', 'ratusaannn']",berapa lapis ratusaannn,lapis ratusaannn,lapis ratusaannn
29:07 Gokil Banget Cinematik Nya 💥🔥💯🌟✨🎉🎉🎉,0,29 o7 gokil banget cinematik nya,"['29', 'o7', 'gokil', 'banget', 'cinematik', 'nya']","['29', 'o7', 'gokil', 'banget', 'cinematik', 'nya']",29 o7 gokil banget cinematik nya,29 o7 gokil banget cinematik nya,29 o7 gokil banget cinematik nya
"Main aman, untung maksimal, cuma di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳!",1,main aman untung maksimal cuma di mandalika77,"['main', 'aman', 'untung', 'maksimal', 'cuma', 'di', 'mandalika77']","['main', 'aman', 'untung', 'maksimal', 'cuma', 'di', 'mandalika77']",main aman untung maksimal cuma di mandalika77,main aman untung maksimal mandalika77,main aman untung maksimal mandalika77
"Seru sama pak ahok, detail bgt rencana2nya 👍",0,seru sama pak ahok detail bgt rencana2nya,"['seru', 'sama', 'pak', 'ahok', 'detail', 'bgt', 'rencana2nya']","['seru', 'sama', 'pak', 'ahok', 'detail', 'bgt', 'rencana2nya']",seru sama pak ahok detail bgt rencana2nya,seru ahok detail bgt rencana2nya,seru ahok detail bgt rencana2nya
Aya mobil akang euy,0,aya mobil akang euy,"['aya', 'mobil', 'akang', 'euy']","['aya', 'mobil', 'akang', 'euy']",aya mobil akang euy,aya mobil akang euy,aya mobil akang euy
"ponakan dari bekasi pulkam ke wonosari , sekarang gas lihat ini ke jogja 🔥",0,ponakan dari bekasi pulkam ke wonosari sekarang gas lihat ini ke jogja,"['ponakan', 'dari', 'bekasi', 'pulkam', 'ke', 'wonosari', 'sekarang', 'gas', 'lihat', 'ini', 'ke', 'jogja']","['ponakan', 'dari', 'bekasi', 'pulkam', 'ke', 'wonosari', 'sekarang', 'gas', 'lihat', 'ini', 'ke', 'jogja']",ponakan dari bekasi pulkam ke wonosari sekarang gas lihat ini ke jogja,ponakan bekasi pulkam wonosari gas lihat jogja,ponakan bekas pulkam wonosari gas lihat jogja
eh tau gak sih 𝘼𝙇𝙀𝙓𝙄𝙎17 bagi-bagi bonus gede nih member,1,eh tau gak sih alexis17 bagi bagi bonus gede nih member,"['eh', 'tau', 'gak', 'sih', 'alexis17', 'bagi', 'bagi', 'bonus', 'gede', 'nih', 'member']","['eh', 'tahu', 'tidak', 'sih', 'alexis17', 'bagi', 'bagi', 'bonus', 'gede', 'nih', 'member']",eh tahu tidak sih alexis17 bagi bagi bonus gede nih member,eh sih alexis17 bonus gede nih member,eh sih alexis17 bonus gede nih member
Skli 'jatuh' layar Retak kepala jg lansung Retak 😅,0,skli jatuh layar retak kepala jg lansung retak,"['skli', 'jatuh', 'layar', 'retak', 'kepala', 'jg', 'lansung', 'retak']","['skli', 'jatuh', 'layar', 'retak', 'kepala', 'juga', 'lansung', 'retak']",skli jatuh layar retak kepala juga lansung retak,skli jatuh layar retak kepala lansung retak,skli jatuh layar retak kepala lansung retak
"gue udah ga bayangin hidup alexis17 , , udah sumber nafkah utama",1,gue udah ga bayangin hidup alexis17 udah sumber nafkah utama,"['gue', 'udah', 'ga', 'bayangin', 'hidup', 'alexis17', 'udah', 'sumber', 'nafkah', 'utama']","['saya', 'sudah', 'tidak', 'bayangin', 'hidup', 'alexis17', 'sudah', 'sumber', 'nafkah', 'utama']",saya sudah tidak bayangin hidup alexis17 sudah sumber nafkah utama,bayangin hidup alexis17 sumber nafkah utama,bayangin hidup alexis17 sumber nafkah utama
"gak mikir , 𝘋𝐄𝘞𝐴𝐷𝐎𝑅𝘼 untung !",1,gak mikir dewadora untung,"['gak', 'mikir', 'dewadora', 'untung']","['tidak', 'mikir', 'dewadora', 'untung']",tidak mikir dewadora untung,mikir dewadora untung,mikir dewadora untung
ipone semakin jauh ketinggalan...😂,0,ipone semakin jauh ketinggalan,"['ipone', 'semakin', 'jauh', 'ketinggalan']","['ipone', 'semakin', 'jauh', 'ketinggalan']",ipone semakin jauh ketinggalan,ipone ketinggalan,ipone tinggal
"Beneran deh, Gak nyangka bisa menang terus di 🔥⚡ALEXIS17⚡?🔥",1,beneran deh gak nyangka bisa menang terus di alexis17,"['beneran', 'deh', 'gak', 'nyangka', 'bisa', 'menang', 'terus', 'di', 'alexis17']","['beneran', 'deh', 'tidak', 'nyangka', 'bisa', 'menang', 'terus', 'di', 'alexis17']",beneran deh tidak nyangka bisa menang terus di alexis17,beneran deh nyangka menang alexis17,beneran deh nyangka menang alexis17
Sama Ka.. 😂,0,sama ka,"['sama', 'ka']","['sama', 'ka']",sama ka,ka,ka
drone racing marai mumet,0,drone racing marai mumet,"['drone', 'racing', 'marai', 'mumet']","['drone', 'racing', 'marai', 'mumet']",drone racing marai mumet,drone racing marai mumet,drone racing mara mumet
"maen santai , jepe",1,maen santai jepe,"['maen', 'santai', 'jepe']","['maen', 'santai', 'jepe']",maen santai jepe,maen santai jepe,maen santai jepe
"kemenangan , sejuta alasan main 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1,kemenangan sejuta alasan main pluto 8 8,"['kemenangan', 'sejuta', 'alasan', 'main', 'pluto', '8', '8']","['kemenangan', 'sejuta', 'alasan', 'main', 'pluto', '8', '8']",kemenangan sejuta alasan main pluto 8 8,kemenangan sejuta alasan main pluto 8 8,menang juta alas main pluto 8 8
modal receh lgsng jepe brusan,1,modal receh lgsng jepe brusan,"['modal', 'receh', 'lgsng', 'jepe', 'brusan']","['modal', 'receh', 'lgsng', 'jepe', 'brusan']",modal receh lgsng jepe brusan,modal receh lgsng jepe brusan,modal receh lgsng jepe brusan
Undang Pak Jokowi bang,0,undang pak jokowi bang,"['undang', 'pak', 'jokowi', 'bang']","['undang', 'pak', 'jokowi', 'bang']",undang pak jokowi bang,undang jokowi bang,undang jokowi bang
udah top markotop cuman 𝘼𝙇𝙀𝙓𝙄𝙎17,1,udah top markotop cuman alexis17,"['udah', 'top', 'markotop', 'cuman', 'alexis17']","['sudah', 'top', 'markotop', 'cuman', 'alexis17']",sudah top markotop cuman alexis17,top markotop cuman alexis17,top markotop cuman alexis17
"aktivitas , ｐｕｌａｕｗｉｎ pelarian asik .",1,aktivitas pulauwin pelarian asik,"['aktivitas', 'pulauwin', 'pelarian', 'asik']","['aktivitas', 'pulauwin', 'pelarian', 'asik']",aktivitas pulauwin pelarian asik,aktivitas pulauwin pelarian asik,aktivitas pulauwin lari asik
puas tersendiri habis main p͎u͎l͎a͎u͎w͎i͎n͎ .,1,puas tersendiri habis main pulauwin,"['puas', 'tersendiri', 'habis', 'main', 'pulauwin']","['puas', 'tersendiri', 'habis', 'main', 'pulauwin']",puas tersendiri habis main pulauwin,puas tersendiri habis main pulauwin,puas sendiri habis main pulauwin
heran gw kenapa banyak yg suka main di PULAUWIN ya ..,1,heran gw kenapa banyak yg suka main di pulauwin ya,"['heran', 'gw', 'kenapa', 'banyak', 'yg', 'suka', 'main', 'di', 'pulauwin', 'ya']","['heran', 'saya', 'kenapa', 'banyak', 'yg', 'suka', 'main', 'di', 'pulauwin', 'ya']",heran saya kenapa banyak yg suka main di pulauwin ya,heran yg suka main pulauwin ya,heran yg suka main pulauwin ya
Modal receh lgsng jepe brusan,1,modal receh lgsng jepe brusan,"['modal', 'receh', 'lgsng', 'jepe', 'brusan']","['modal', 'receh', 'lgsng', 'jepe', 'brusan']",modal receh lgsng jepe brusan,modal receh lgsng jepe brusan,modal receh lgsng jepe brusan
report ajah mending e😂,0,report ajah mending e,"['report', 'ajah', 'mending', 'e']","['report', 'ajah', 'mending', 'e']",report ajah mending e,report ajah mending e,report ajah mending e
"Rezeki nomplok hari ini berkat 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵, alhamdulillah!",1,rezeki nomplok hari ini berkat berkah99 alhamdulillah,"['rezeki', 'nomplok', 'hari', 'ini', 'berkat', 'berkah99', 'alhamdulillah']","['rezeki', 'nomplok', 'hari', 'ini', 'berkat', 'berkah99', 'alhamdulillah']",rezeki nomplok hari ini berkat berkah99 alhamdulillah,rezeki nomplok berkat berkah99 alhamdulillah,rezeki nomplok berkat berkah99 alhamdulillah
"24:33 WKWKWKWKW
ini yang komedian siapa sih sebenernya",0,24 33 wkwkwkwkw ini yang komedian siapa sih sebenernya,"['24', '33', 'wkwkwkwkw', 'ini', 'yang', 'komedian', 'siapa', 'sih', 'sebenernya']","['24', '33', 'wkwkwkwkw', 'ini', 'yang', 'komedian', 'siapa', 'sih', 'sebenernya']",24 33 wkwkwkwkw ini yang komedian siapa sih sebenernya,24 33 wkwkwkwkw komedian sih sebenernya,24 33 wkwkwkwkw komedian sih sebenernya
"Sumpah, gue gak nyangka bisa menang sebanyak ini di mandalika77 . Tempat ini luar biasa!",1,sumpah gue gak nyangka bisa menang sebanyak ini di mandalika77 tempat ini luar biasa,"['sumpah', 'gue', 'gak', 'nyangka', 'bisa', 'menang', 'sebanyak', 'ini', 'di', 'mandalika77', 'tempat', 'ini', 'luar', 'biasa']","['sumpah', 'saya', 'tidak', 'nyangka', 'bisa', 'menang', 'sebanyak', 'ini', 'di', 'mandalika77', 'tempat', 'ini', 'luar', 'biasa']",sumpah saya tidak nyangka bisa menang sebanyak ini di mandalika77 tempat ini luar biasa,sumpah nyangka menang mandalika77,sumpah nyangka menang mandalika77
Di masjid pahala nya sungguh gacor,1,di masjid pahala nya sungguh gacor,"['di', 'masjid', 'pahala', 'nya', 'sungguh', 'gacor']","['di', 'masjid', 'pahala', 'nya', 'sungguh', 'gacor']",di masjid pahala nya sungguh gacor,masjid pahala nya sungguh gacor,masjid pahala nya sungguh gacor
Bahkan di radio lokal juga bahas ＰＵＬＡＵＷＩＮ loh!,1,bahkan di radio lokal juga bahas pulauwin loh,"['bahkan', 'di', 'radio', 'lokal', 'juga', 'bahas', 'pulauwin', 'loh']","['bahkan', 'di', 'radio', 'lokal', 'juga', 'bahas', 'pulauwin', 'loh']",bahkan di radio lokal juga bahas pulauwin loh,radio lokal bahas pulauwin loh,radio lokal bahas pulauwin loh
"kerjaan numpuk bikin mager , butuh semangat alexis17 .",1,kerjaan numpuk bikin mager butuh semangat alexis17,"['kerjaan', 'numpuk', 'bikin', 'mager', 'butuh', 'semangat', 'alexis17']","['kerjaan', 'numpuk', 'bikin', 'malas bergerak', 'butuh', 'semangat', 'alexis17']",kerjaan numpuk bikin malas bergerak butuh semangat alexis17,kerjaan numpuk bikin malas bergerak butuh semangat alexis17,kerja numpuk bikin malas gerak butuh semangat alexis17
Anjir skakmat terkocak wkwkwkwk. Dimarahin kaga bisa maen sama narsum😂😂😂,0,anjir skakmat terkocak wkwkwkwk dimarahin kaga bisa maen sama narsum,"['anjir', 'skakmat', 'terkocak', 'wkwkwkwk', 'dimarahin', 'kaga', 'bisa', 'maen', 'sama', 'narsum']","['anjir', 'skakmat', 'terkocak', 'wkwkwkwk', 'dimarahin', 'kaga', 'bisa', 'maen', 'sama', 'narsum']",anjir skakmat terkocak wkwkwkwk dimarahin kaga bisa maen sama narsum,anjir skakmat terkocak wkwkwkwk dimarahin kaga maen narsum,anjir skakmat kocak wkwkwkwk dimarahin kaga maen narsum
love jogja and you @frenkiimam,0,love jogja and you frenkiimam,"['love', 'jogja', 'and', 'you', 'frenkiimam']","['love', 'jogja', 'and', 'you', 'frenkiimam']",love jogja and you frenkiimam,love jogja frenkiimam,love jogja frenkiimam
